Failure Analysis Date,"Start Date
00:00:00","End Date
00:00:00",Analyzed by,SPOC Single Point of Contact,FWU Error Code,Server Serial No,From Bundle Version,Target Bundle Version,iLO version,Server Model,iSUT version,COM4VC version,"Upgrade type sequence (BMC, SUT, UEFI, Reset, Wait)","Failed Component details(Filename -> Component name -> From version -> To version)",Analysis details,Update Type,"Customer retry suceeded",Defect ID,Next action item,Product,Sub category,Broad Category (FWE-102),Region,Customer Name/Application Customer ID/Workspace ID
11/13/2025,11/12/2025,11/13/2025,Prince,Naresh,FWE-108,P54903-B21+2M240400JQ,,,,,5.3.0,,,SUBE1027B.1.iso,"46dfd5f2-4629-410f-b068-110bc7aa8a23

Sowmya:
Same as #599

Exception occurred while executing FirmwareUpdate.New job: 46dfd5f2-4629-410f-b068-110bc7aa8a23 for resource P54903-B21+2M240400JQ/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-108'} Error:: JobException : BundleUpdateComponentDownloadFailed as ['SUBE1027B.1.iso', 'InternalError'] 



NAND full error
Already mail sent to customer to clear NAND space retry the firmware update",offline,,,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement  Labs chris.s.bradley@hpe.com"
11/13/2025,11/12/2025,11/13/2025,Prince,Naresh,FWE-158,P54903-B21+2M240400JK,,,iLO 6 v1.66,ProLiant DL380a Gen11,5.3.0.0,No,"SUT, Bmc, SUT, Reset, Uefi",,"4b87ab20-d3c7-44e3-a08f-0f75686b0de9
OS: Microsoft Windows Server 2025 Datacenter-10.0.26100

2025-11-12T04:22:40.570Z
StateChangeReason: {'message_id': 'FWE-158', 'message_args': ['232', '232']} Error:: JobErrorException : Firmware update task monitor failed with all retries exhausted ""

GetBundleReport Observation:
PP14.4.473.30_header.pldm.fwpkg->HPE Firmware Flash for Emulex 32Gb and 64Gb Fibre Channel Host got into exception.

SC_U58_ME_06.01.04.204.0.fwpkg->FW for Server Platform Services (SPS) Firmware for HPE Alletra got into exception.

installset sequence:
    'Sequence': [
      {
        'Command': 'Wait',
        'Name': 'Wait Task ',
        'UpdatableBy': [
          'RuntimeAgent'
        ],
        'WaitTimeSeconds': 1
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 9,
        'Filename': 'PP14.4.473.30_header.pldm.fwpkg',
        'Name': 'HPE Firmware Flash for Emulex 32Gb and 64Gb Fibre Channel Host ',
        'UpdatableBy': [
          'Bmc'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 10,
        'Filename': 'SC_U58_ME_06.01.04.204.0.fwpkg',
        'Name': 'FW for Server Platform Services (SPS) Firmware for HPE Alletra ',
        'UpdatableBy': [
          'Bmc'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 10,
        'Filename': 'ilo6_171.fwpkg',
        'Name': 'FW for HPE Integrated Lights-Out 6',
        'UpdatableBy': [
          'Bmc'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 5,
        'Filename': 'U58_2.60_08_07_2025.fwpkg',
        'Name': 'FW for HPE Alletra 4110/Alletra 4120/ProLiant DL380a Gen11 (U58',
        'UpdatableBy': [
          'Bmc'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 6,
        'Filename': 'HPE_E810_CQDA2_OCP_4p80_NCSIwPLDMoMCTP_8002053D.fwpkg',
        'Name': 'Intel Firmware Package For E810-CQDA2 Ethernet 100Gb 2-port QSF',
        'UpdatableBy': [
          'Bmc'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 4,
        'Filename': 'firmware-hdd-a27c95663d-HPK6-4.1.x86_64.rpm',
        'Name': 'Online NVMe SSD Flash Component for Linux (x64) - VO001920KYDMT',
        'UpdatableBy': [
          'RuntimeAgent'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ResetServer',
        'ExecutionTimeoutMinutes': 0,
        'Name': 'Server Reset Task 691984594',
        'UpdatableBy': [
          'RuntimeAgent'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 6,
        'Filename': 'cp067896.exe',
        'Name': 'Broadcom NX1 FW for Windows Server x64 Editions',
        'UpdatableBy': [
          'Uefi'
        ],
        'WaitTimeSeconds': 0
      }
    ]


ahs logs,
11/12/2025 03:13:39:00,11/12/2025 03:13:38,550: Uncorrectable Memory Error Threshold Exceeded (Processor 2, DIMM 2).  The DIMM is mapped out and is currently not available. ACTION: Take corrective action for the failing DIMM. Re-map all DIMMs back into the memory map in RBSU. If the issue persists, contact support.


11/12/2025 04:22:58,src/pmci.c(966): (OV DCi Error) [EID 85] [STATE: 132], retval: -3, iLO_internal_err: 6

14/11: Raise a new defect on iLO.

18/11: Defect ID: CSFE-89001",Offline,,CSFE-89001,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement"
11/13/2025,11/12/2025,11/13/2025,Prince,,FWE-158,P54903-B21+2M240400JS,,,iLO 6 1.66 Dec 13 2024,ProLiant DL380a Gen11,5.3.0.0,No,Bmc,PP14.4.473.30_header.pldm.fwpkg->HPE Firmware Flash for Emulex 32Gb and 64Gb Fibre Channel Host->'14.4.329.12' to  '14.4.473.30',"c7cfcf9d-bbd9-44ea-ac82-b7e57a454cd2 - slack

OS: Microsoft Windows Server 2025 Datacenter-10.0.26100

2025-11-12T03:59:39.751Z
StateChangeReason: {'message_id': 'FWE-158', 'message_args': ['232', '232']} Error:: JobErrorException : Firmware update task monitor failed with all retries exhausted ""}

GetBundleUpdateReport response:
PP14.4.473.30_header.pldm.fwpkg got into exception

ahs path: 0932d0c8d50911eb990da6e29800e628/P54903-B21+2M240400JS/2025-11-12_04-00-06_P54903-B21+2M240400JS_FWUFailure.ahs

ahs observation:

11/12/2025 02:30:30,src/pmci.c(954): (OV DCi Error) [EID 85] [STATE: 132], retval: -3, iLO_internal_err: 6

11/12/2025 02:30:41,fum : Task_Idx:1 Status:4 Task_Name:HPE Firmware Flash for Emulex 32Gb and 64Gb Fibre Channel Host  UpdatableBy:ilo

11/12/2025 02:30:41,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = PP14.4.473.30_header.pldm.fwpkg

11/12/2025 02:30:46,src/pmci_fwupdt.c(383): FAILURE secure mutex, rc_error 209 [OperationTimedOut]

11/12/2025 02:30:46,src/pmci_fwupdt.c(15650): [API: GET_DEVICE_FW_LIST_PLDM_FUM] failure secure ua_ptrs_bufs_mutex

14/11: Raise a new defect on iLO
18/11: Defect raised against iLO. Defect ID: CSFE-89001",Offline,,CSFE-89001,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement  Labs chris.s.bradley@hpe.com"
11/13/2025,11/12/2025,11/13/2025,Prince,,FWE-158,P54903-B21+2M240400JP,,,iLO 6 v1.66,ProLiant DL380a Gen11,,,,,"867f11bf-52bb-4912-808a-6194c4e594cc - slack

StateChangeReason: {'message_id': 'FWE-158', 'message_args': ['232', '232']} Error:: JobErrorException : Firmware update task monitor failed with all retries exhausted ""

same defect as #620: Defect ID: CSFE-89001",,,,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement  Labs chris.s.bradley@hpe.com"
11/13/2025,11/12/2025,11/13/2025,Prince,,FWE-158,P54903-B21+2M240400JR,,,iLO 6 v1.66,ProLiant DL380a Gen11,,,,,"2653bf08-7d66-4da7-8620-6f2f6459e0eb - slack

StateChangeReason: {'message_id': 'FWE-158', 'message_args': ['232', '232']} Error:: JobErrorException : Firmware update task monitor failed with all retries exhausted ""

same defect as #620: Defect ID: CSFE-89001",,,,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement  Labs chris.s.bradley@hpe.com"
11/13/2025,11/12/2025,11/13/2025,Prince,,FWE-158,P54903-B21+2M240400JM,,,,,,,,,"12ad6a1e-b984-4364-98e6-b6ebb9c9c7de - slack

same defect as #620: Defect ID: CSFE-89001",,,,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement  Labs chris.s.bradley@hpe.com"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P72175-B21+CZUD2Q00RL,,,iLO 7 1.18.00 Oct 09 2025,HPE ProLiant Compute DL360 Gen12,,,,,"e303023f-5475-42a1-8730-eb540a1931a0

2025-11-13T15:35:16.573Z
StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n * Server cannot be updated because the selected baseline is not supported with the server model.\\n']} 

Discovery state:
{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True}

'install_sw_drivers': False

14/11: Which baseline is being used.
API or GUI call

'releaseVersion': '2025.01.00.00', 'bundleGeneration': 'BUNDLE_GEN_12'
19/11: API or GUI call
19/11: API job.",,,,,,,,ccprodeuc1,"b0041694439211ec91d6c6add206a247
DreamCompany"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P63103-B21+CZUD31007K,,,iLO 6 1.69,Alletra Storage Server 4140,,,,,"d3bc798f-678b-40a0-bd95-96d1839d8e2f

2025-11-13T11:51:08.920Z
StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']}

{'DeviceDiscovery': 'Initial', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': False}

14/11: Check the iLO version

19/11: Check if there was another attempt to update.  If yes and successful, then we can ignore it.
20/11: No retry attempt.",,,,,,,,ccprodeuc1,"65831d92f43b11efacb642b6d05e8e32
Atea BaaS - Veeam Backup as a Service"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P63103-B21+CZUD31007J,,,iLO 6 1.69,Alletra Storage Server 4140,,,,,"17faec43-b00b-4e97-999d-d9f110785cd1

2025-11-13T11:46:47.368Z
StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']} Error:: JobErrorException : PFWE-000 ""

{'DeviceDiscovery': 'Initial', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"65831d92f43b11efacb642b6d05e8e32
Atea BaaS - Veeam Backup as a Service"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P63103-B21+CZUD31007L,,,iLO 6 1.69,Alletra Storage Server 4140,,,,,"27d64007-341d-4ceb-b786-7a6d75259424

StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\n']} Error:: JobErrorException : PFWE-000 

{'DeviceDiscovery': 'Initial', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"65831d92f43b11efacb642b6d05e8e32
Atea BaaS - Veeam Backup as a Service"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P63103-B21+CZUD31007N,,,iLO 6 1.69,Alletra Storage Server 4140,,,,,"2e5cb75d-b489-43a5-9bb4-be3cfe70b6f2

2025-11-13T11:43:12.800Z
StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']} Error:: JobErrorException : PFWE-000 ""

{'DeviceDiscovery': 'Initial', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"65831d92f43b11efacb642b6d05e8e32
Atea BaaS - Veeam Backup as a Service"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P63103-B21+CZUD31007Q,,,iLO 6 1.71,Alletra Storage Server 4140,,,,,"350dc19a-33ee-4217-bee8-c63c35783136

2025-11-13T11:43:13.335Z
StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']}

{'DeviceDiscovery': 'Initial', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"65831d92f43b11efacb642b6d05e8e32
Atea BaaS - Veeam Backup as a Service"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P63103-B21+CZUD31007P,,,,,,,,,"578362cc-7d24-42b1-af44-ed0979fa077d

StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']} Error:: JobErrorException : PFWE-000 ""

{'DeviceDiscovery': 'Initial', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"65831d92f43b11efacb642b6d05e8e32
Atea BaaS - Veeam Backup as a Service"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P63103-B21+CZUD31007R,,,,,,,,,"71560850-f4b7-43f3-9a19-54e5edb9b8d2

StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']} Error:: JobErrorException : PFWE-000 ""

'DeviceDiscovery': 'Initial', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"65831d92f43b11efacb642b6d05e8e32
Atea BaaS - Veeam Backup as a Service"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P63103-B21+CZUD31007H,,,,,,,,,"cd89614c-6044-4ec1-b7b3-c929d0819907

Same customer with #625, different servers of same series.",,,,,,,,ccprodeuc1,"65831d92f43b11efacb642b6d05e8e32
Atea BaaS - Veeam Backup as a Service"
11/14/2025,11/12/2025,11/14/2025,Prince,,PFWE-000,877626-B21+CZJ125008R,,,iLO 5 v3.16,ProLiant ML350 Gen10,,,,,"4922fbb7-236b-4bf3-96af-7dac441be3c5

StateChangeReason: {'message_id': 'PFWE-000', 'message_args': [\""\\n * The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\\n\""]}

{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'SmartArrayDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': True}",,,,,,,,ccprodeuc1,"6bdadb1e2ae611ee9233fe3cae58d138
TD SYNNEX Austria"
11/14/2025,11/13/2025,11/14/2025,Prince,,PFWE-000,P38477-B21+CZJ2100VJW,,,,,,,,,"f0fd2c5a-25d5-4ba8-8d43-e4dff8fac862

StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\\n\\n Unable to update firmware because server is stuck at POST state. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']} Error:: JobErrorException : PFWE-000 ""

{'DeviceDiscovery': 'Busy', 'AMSDeviceDiscovery': 'NoAMS', 'SmartArrayDiscovery': 'Initial', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"b0041694439211ec91d6c6add206a247
DreamCompany"
11/14/2025,11/13/2025,11/14/2025,Vijay,,FWE-110,P48405-B21+CZUD30019L,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.67,ProLiant ML350 Gen11,6.3.0.0,No,,,"Job IDc141bd62-4575-42c4-ae5e-05773c34c2ed

COM observations
     - Job step name and number
2025-11-13 15:26:35.001
633 Executing FirmwareUpdateSummarizeJob step number: 70 for FirmwareUpdate.

     - Error code / message
2025-11-13 15:26:35.007 
586 Exception occurred while executing FirmwareUpdate.
 StateChangeReason: {'message_id': 'FWE-110'} Error:: JobErrorException : Failed to get the bundle update report from iLO.

Pre-update or Post-update
     - Update successful or not
2025-11-13 15:26:35.167 
{'generation': '70 -> 71', 
'status': 'Step 64 of 58 with 32 percent completion -> JobErrorException : Failed to get the bundle update report from iLO.

     - Bundle update report (if post update failure)
No Bundle update report

     - Check for disconnections (Zinc error codes e.g. 1005/1006, etc)
2025-11-13 15:12:55.873 
1023 ws consumer exited for device:P48405-B21+CZUD30019L exception:(<CloseCode.ABNORMAL_CLOSURE: 1006>, '') connected_at:2025-11-13T12:26:24.852830
disconnected_at:2025-11-13T15:12:55.873421

Is iLO part of update - Only ilo6_171.fwpkg was in installset sequence.  

'install_sw_drivers': True, 'prerequisite_check': True,

'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': True

Check known issue exists or not",Online,No Retry,,,,,,ccprodeuc1,"5ed40666cfdc11eeba7742569779a4fa
Ulma Construction"
11/14/2025,11/13/2025,11/14/2025,Vijay,,FWE-103,P71964-B21+SGHD2SF3HS,5cda1141c85546319d00df4de60e6f72,,iLO 6 v1.64,ProLiant DL145 Gen11,,No,,,"Job ID: a12e0938-3d74-494f-90d9-104562a5e90e

Humio logs
2025-11-13 15:03:29.096 
586 Exception occurred while executing FirmwareUpdate.
StateChangeReason: {'message_id': 'FWE-103', 'message_args': ['SPP 2025.05.00.00 (10 Jun 2025)', '0ff4657578268bb3ee3140d1775db7fb71f7b42f']} Error:: JobErrorException : GT checks failed 

platform_customer_id"":""68558cba30e711f0a7290ac6e65b4f66'

gt_ref_id': '0ff4657578268bb3ee3140d1775db7fb71f7b42f''


TechDirect ID: 6308027",Online,No Retry,,,,,,ccprodeuc1,"6f6923ee314711f0b331de1264b397b0
H&M EDGE PLATFORM - STORE ENVIRONMENT"
11/14/2025,11/13/2025,11/14/2025,Vijay,,FWE-103,P71964-B21+CZ2D2T0BKW,5cda1141c85546319d00df4de60e6f72,,iLO 6 v1.64,ProLiant DL145 Gen11,,No,,,"fbf22fd8-414e-42b8-865e-190e9e67ece3
Same Customer as Row#636",Online,No Retry,,,,,,ccprodeuc1,"6f6923ee314711f0b331de1264b397b0
H&M EDGE PLATFORM - STORE ENVIRONMENT"
11/14/2025,11/13/2025,11/14/2025,Vijay,,FWE-103,P71964-B21+2M2D2W00GN,5cda1141c85546319d00df4de60e6f72,,iLO 6 v1.64,ProLiant DL145 Gen11,,No,,,"07226119-2f7c-481a-aa15-53559e5bea70
Same Customer as Row#636",Online,No Retry,,,,,,ccprodeuc1,"6f6923ee314711f0b331de1264b397b0
H&M EDGE PLATFORM - STORE ENVIRONMENT"
11/14/2025,11/13/2025,11/14/2025,Vijay,,FWE-103,P71964-B21+2M2D2W00GN,5cda1141c85546319d00df4de60e6f72,,iLO 6 v1.64,ProLiant DL145 Gen11,,No,,,"3ce28b8d-050a-426c-a456-f735d4ba79a2
Same Customer as Row#636",Online,No Retry,,,,,,ccprodeuc1,"6f6923ee314711f0b331de1264b397b0
H&M EDGE PLATFORM - STORE ENVIRONMENT"
11/14/2025,11/13/2025,11/14/2025,Prince,,FWE-102,P55250-B21+CZJ2350SJ5,,,iLO 5 v3.16,ProLiant DL325 Gen10 Plus v2,4.1.0,,,"HPE_E810_XXVDA4_FH_4p60_PLDMoMCTP_8001E8B2.fwpkg->Intel Firmware Package For E810-XXVDA4 Ethernet 10/25Gb 4-port'4.71 (0x8002003E)' to '4.60'

CP063152.exe->Intel FW for VMware-> '1.3755.0' to  '1.3682.0'","Job ID
2d2981fb-97a8-4490-b4dc-c6d8b43542f1

Observations from Retry
HPE_E810_XXVDA4_FH_4p60_PLDMoMCTP_8001E8B2.fwpkg and CP063152 got into exception in both attemps.

AHS Log observations
path: 34652ff0317711ec9bc096872580fd6d/P55250-B21+CZJ2350SJ5/2025-11-13_14-27-08_P55250-B21+CZJ2350SJ5_FWUFailure.ahs


11/13/2025 16:12:00,src/pmci_fwupdt.c(20918): [EID 40] REQUEST_UPDATE, FD replied cc(x8A)[UNABLE_TO_INITIATE_UPDATE]

11/13/2025 16:12:00,src/pmci_fwupdt.c(18530, 20922): [EID 40] EID non-successful completion; task_state [24-ERROR_EXIT], ua_state [0-IDLE] fd_state [0-IDLE]

11/13/2025 16:12:05:00,11/13/2025 16:12:00,202299: Firmware update failed   with reason: PLDM CC (8Ah):Device in slot 1  has pending firmware version and requires a server reboot.

11/13/2025 16:12:11,[80] [1F:64] Flags: 00A1, state_flags: 00000000: EID Reporting ENDPT_FLAG_ERROR_DETECTED

11/13/2025 16:12:11,[EID 80]: Starting device communication recovery for exceeding 0 errors or initialization errors 0

11/13/2025 16:12:11,[0x1f:0x64] (RECOVERY) EID (80) == GET EID (80). Device communication recovery: SUCCESS

11/13/2025 16:12:11,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = HPE_E810_XXVDA4_FH_4p60_PLDMoMCTP_8001E8B2.fwpkg

11/13/2025 16:12:05,src/pmci_fwupdt.c(7571): [EID 40]  ERROR: cmd GET_FW_PARAMS: reponse rc_pmci -47,

11/13/2025 16:12:05,src/pmci_fwupdt.c(15043) [API: GET_DEVICE_FW_LIST_PLDM_FUM] unexpected response for get_next_eid_entry, rc = x0001, tries = 0

11/13/2025 16:12:07:00,11/13/2025 16:12:05,202300: Firmware update failed   with reason: Update Failed due to an internal error

11/13/2025 16:12:05,fum : Task_Idx:1 Status:4 Task_Name:Intel Firmware Package For E810-XXVDA4 Ethernet 10/25Gb 4-port  UpdatableBy:ilo

11/13/2025 16:12:07:00,11/13/2025 16:12:05,202301: The update task ""Intel Firmware Package For E810-XXVDA4 Ethernet 10/25Gb 4-port "" has changed state to exception.

Unable to initiate update because the device already has a pending firmware update that needs a reboot.

OS and its version
VMware ESXi-8.0.0 Build-21203435 Patch 20
If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not


COM observations
     - Job step name and number

025-11-13T14:20:01.794
[Step FirmwareUpdateGetBundleReport]:2511
step 60

     - Error code / message

STEP ERROR: Firmware update failed for 2/3 components for device: P55250-B21+CZJ2350SJ5 at step 60 ErrorCode:FWE-102 Failed Component List:['CP063152.zip', 'HPE_E810_XXVDA4_FH_4p60_PLDMoMCTP_8001E8B2.fwpkg'] job ID: 2d2981fb-97a8-4490-b4dc-c6d8b43542f1""

Downgrade of HPE_E810_XXVDA4_FH_4p60_PLDMoMCTP_8001E8B2.fwpkg from '4.71' to '4.60' is not supported.

14/11: Check why this downgrade is not supported.  Do we need to address this.  Prince to check with Naresh/Satya

20/11: Satya looking into it.

28/11: Create a defect on iLO (Add analysis)

12/1: in #857 it can be seen that the update attempt of HPE_E810 firmware is from 4.71 to 4.80

and Intel FW update attempt from 1.3755.0 to 1.3815.0

12/2: Raise a new defect iLO
12/3: Defect raised. CSFE-90082",Online,,CSFE-90082,,,,,ccprodeuc1,"b0041694439211ec91d6c6add206a247
DreamCompany"
